word,groups
РЕФЛЕКС,"['174475601', '77888996', '153340012', '104645331', '74799732', '72825146', '125327221', '172691356', '187368557', '161524761', '57608175', '1769884', '100193342', '167225000', '154698964', '155668462', '167614148', '186095719', '171475842', '188680541']"
РЕФЛЕКСИЯ,"['174475601', '77888996', '153340012', '104645331', '74799732', '72825146', '125327221', '172691356', '187368557', '161524761', '57608175', '1769884', '100193342', '167225000', '154698964', '155668462', '167614148', '186095719', '171475842', '188680541']"
РЕФЛЕКСЫ,"['174475601', '77888996', '153340012', '104645331', '74799732', '72825146', '125327221', '172691356', '187368557', '161524761', '57608175', '1769884', '100193342', '167225000', '154698964', '155668462', '167614148', '186095719', '171475842', '188680541']"
РЕФРИЖЕРАТОР,['176049475']
РЕЦЕССИВ,['30568445']
РЕЦЕССИЯ,['30568445']
РИБАЙ,['116031123']
РИБОК,"['169682667', '162308341']"
РИВЕР,"['31518509', '193531514', '34281889', '19847999']"
РИЛЬ,"['151880919', '152668434', '91547034']"
РИНГТОН,['18939727']
РИОТ,['34379926']
РИПЛ,"['18872420', '66878450', '351369', '102384267', '22717871']"
РИПЛЕЙ,"['18872420', '66878450', '351369', '102384267', '22717871']"
РИПСТИК,"['38148479', '52812325', '18285816']"
РИСК,['47821233']
РОБИН,"['76182257', '149977400']"
РОБОТ,"['129076108', '175868154', '89776194', '139561477']"
РОВЕР,"['193159880', '155003463', '83647738', '67177446']"
РОГА,"['59873118', '184856030', '116086071', '191325600', '215559', '100486523', '88273780', '69003421', '147786300', '33006873', '187743838', '147094616', '69576234', '131634785', '143112195', '72310262']"
РОДИЙ,['27634307']
РОЙС,['167919000']
РОКЕР,"['126115279', '26776748', '59427349', '67975048', '63168348']"
РОКЕРЫ,"['126115279', '26776748', '59427349', '67975048', '63168348']"
РОКС,"['17402405', '121623119']"
РОКСТЕДИ,['108750811']
РОКФЕЛЛЕР,['23749572']
РОЛА,"['155281647', '105907166', '182192367', '25621465', '184109643']"
РОЛЕПЛЕЙ,['174025561']
РОЛИК,"['194357588', '140944445', '195147591', '27765766', '104467529']"
РОЛИКИ,"['194357588', '140944445', '195147591', '27765766', '104467529']"
РОЛЛ,"['195483678', '88308987', '186925379', '87074888', '30809645', '140944445', '58097337', '148642719', '133851291', '30551885', '177968576']"
РОЛЛЕР,"['128299247', '27900191', '74481841', '1256542', '979', '672445', '71076475']"
РОЛЛЕРДРОМ,"['128299247', '27900191']"
РОЛЛЕРСЁРФ,"['52812325', '43635669']"
РОЛЛЕРЫ,"['128299247', '27900191', '74481841', '1256542', '979', '672445', '71076475']"
РОЛЛС,['167919000']
РОЛЛЫ,"['195483678', '88308987', '186925379', '87074888', '30809645', '140944445', '58097337', '148642719', '133851291', '30551885', '177968576']"
РОЛЬ,"['155281647', '105907166', '182192367', '25621465', '184109643']"
РОМАН,"['154806204', '124071976', '75701575', '178798487', '4996407']"
РОМКОМ,['114626323']
РОТЕРИ,['18758659']
РОТОР,['149269539']
РОТОРАЙЗЕР,['62994724']
РОУД,"['19882403', '152396633', '73468766', '170109725', '42114808']"
РОУДИ,"['19882403', '152396633', '73468766', '170109725', '42114808']"
РОУП,"['187815000', '138485171', '62694305']"
РОУПДЖАМПИНГ,['58330577']
РОУТЕР,"['88029106', '126159650', '25240178']"
РОФЛ,"['181909906', '176943392', '186803356', '181062322', '186768719', '193174839', '187650720', '192522912', '169878974', '180202258']"
РОФЛЬ,"['181909906', '176943392', '186803356', '181062322', '186768719', '193174839', '187650720', '192522912', '169878974', '180202258']"
РОЯЛ,['82886085']
РОЯЛЬ,['80466911']
РУМБ,"['58020569', '25609561', '109120360', '194405209', '45298759', '170580964', '11169057', '186161253']"
РУМБА,"['58020569', '25609561', '109120360', '194405209', '45298759', '170580964', '11169057', '186161253']"
РУТС,"['14006652', '9185586']"
РЫНКА,"['50960031', '98223110', '65429311', '148176996', '142285813', '117495782', '138507920', '166887822', '158345372']"
РЫНОК,"['50960031', '98223110', '65429311', '148176996', '142285813', '117495782', '138507920', '166887822', '158345372']"
РЫЦАРЬ,['15164027']
РЭГГЕЙ,"['19134198', '2434807', '37357888', '13716021', '55020895', '13230331', '9185586', '31454837', '10709146']"
РЭГГИ,"['19134198', '2434807', '37357888', '13716021', '55020895', '13230331', '9185586', '31454837', '10709146']"
РЭЙВ,['9974465']
РЭЙД,"['114355460', '94375871', '138888596', '73730912', '159800505', '173783612', '175072184', '185854904', '82349702', '159754372', '32451670', '187893452', '193625002']"
РЭЙДЫ,"['114355460', '94375871', '138888596', '73730912', '159800505', '173783612', '175072184', '185854904', '82349702', '159754372', '32451670', '187893452', '193625002']"
РЭППЕР,['2434807']
СЁРФ,"['46213929', '161963553', '47592879', '171936228', '114198400', '31240219', '37390458', '195213334', '21018330', '151342499', '52540826']"
СЁРФИНГ,"['17118319', '179942333', '102662850', '52962452', '28137423', '163391124', '62502976', '94344940', '195213334', '74931650', '133277868', '702865', '52540826']"
СЁРФИТЬ,"['46213929', '161963553', '47592879', '171936228', '114198400', '31240219', '37390458', '195213334', '21018330', '151342499', '52540826']"
САБВЕЙ,['47592879']
САБОМ,"['32547666', '65230883']"
САЙД,['179430394']
САЙДЕРЫ,['36643870']
САЙКЛ,['123006500']
САЙКЛИНГ,['123006500']
САЙЛЕНТ,"['82975382', '56205837']"
САЙТ,"['147732343', '10514968', '119252596', '28528693']"
САКС,['163343225']
САЛАТ,['34190977']
САЛЛИ,"['175874702', '174740086', '135802547', '163324469', '190348335']"
САЛОН,"['65369233', '49938773', '109332414', '123392594']"
САЛЬСА,"['181817837', '6300812']"
САММЕРИ,['151468388']
САМОУБИЙСТВО,"['1832015', '61014645']"
САМУРАЙ,"['186925379', '72411931']"
САНТА,['37380764']
САПИО,"['42882589', '133277868', '102662850', '163391124']"
САРСИ,['158821848']
САТАНИЗМ,['23797313']
САТАНИСТ,"['23797313', '29889218']"
САТУРН,['106820278']
САУНД,['195336353']
САФАРИ,['6790433']
СВИДЕТЕЛИ,"['162361355', '52979214']"
СВИМ,"['53852', '53593', '2827151', '49728215']"
СВИНГ,"['90989291', '103278132', '94141402']"
СВИНГЕР,"['90989291', '169666003', '167373471']"
СВИНГОВЫЙ,['23289867']
СВИТ,"['29713635', '50196030', '1370', '45552967', '133588695']"
СВИТИ,"['29713635', '50196030', '1370', '45552967', '133588695']"
СВИТШОТ,['25807800']
СВИФТ,"['19786816', '194819584']"
СВУН,['75277918']
СВЯТОГО,['76182257']
СЕВЕНТИН,['181657855']
СЕГА,"['61165723', '180739418']"
СЕГМЕНТ,"['81265515', '126536251', '188983443', '165128909']"
СЕГМЕНТЫ,"['81265515', '126536251', '188983443', '165128909']"
СЕДАН,"['80652580', '76012962']"
СЕЙВ,"['34442103', '154623750', '169772831', '185295263', '129788527']"
СЕЙВИТЬ,"['34442103', '154623750', '169772831', '185295263', '129788527']"
СЕЙФИНГ,['154035379']
СЕЙШЕН,['166429151']
СЕКВЕНСОР,['7305014']
СЕКОНД,"['131004445', '50580086', '80332550', '129719718', '126568876', '125585253', '117064098', '147389705', '12463426', '125511951', '5536274', '130918545', '6987685']"
СЕКС,"['178602851', '47013633', '96897170', '28592774', '59012139', '190597749', '74789941', '23054528', '85130426', '78362677']"
СЕКСВАЙФ,"['49389478', '78287090', '120239917']"
СЕКСИ,"['151243788', '132167408']"
СЕКСИЗМ,['66382936']
СЕКСОЛОГ,"['96072485', '58073616', '47666623', '151627953', '175222829', '33915690', '195174135', '69403836', '172291021', '49618098']"
СЕКСОЛОГИЯ,"['96072485', '58073616', '47666623', '151627953', '175222829', '33915690', '195174135', '69403836', '172291021', '49618098']"
СЕЛЕКТИВНОЕ,['89384778']
СЕЛЕНГ,['12992144']
СЕЛКИРК,['50161876']
СЕЛФ,"['76673117', '181749105', '147153193', '154520367', '139316809', '69626777']"
СЕЛФИ,"['76673117', '181749105', '147153193', '154520367', '139316809', '69626777']"
СЕЛФХАРМ,"['192803034', '189251572']"
СЕМИ,"['124242745', '579989', '162808791', '131742133', '73881706', '42719658', '5692810']"
СЕМИНАР,"['48717967', '23684028']"
СЕМПЛ,['184817843']
СЕМЬЯ,"['124242745', '579989', '162808791', '131742133', '73881706', '42719658', '5692810']"
СЕНКЬЮ,"['191374203', '189650995', '158274581']"
СЕНС,"['193114276', '183606702', '170213622']"
СЕНСА,"['193114276', '183606702', '170213622']"
СЕНСОРНАЯ,"['192803034', '39650647']"
СЕНСУАЛИЗМ,['62659464']
СЕНТ,['33878522']
СЕНЧУРИ,['59893145']
СЕНЬКА,"['191374203', '189650995', '158274581']"
СЕРВИС,"['48840838', '128783753', '44334306', '67177446', '59756133']"
СЕРЕБРИСТЫЙ,"['134267991', '112175597']"
СЕРЕБРЯНАЯ,['223212']
СЕРЕБРЯННОЙ,['168325206']
СЕРИАЛ,"['48117667', '31894620', '165977521']"
СЕРКИТ,"['142756648', '130363758', '168050060', '140906796', '157022568', '191307603', '147009922']"
СЕРОК,"['142756648', '130363758', '168050060', '140906796', '157022568', '191307603', '147009922']"
СЕРФИНГ,"['17118319', '179942333', '102662850', '52962452', '28137423', '163391124', '62502976', '94344940', '195213334', '74931650', '133277868', '702865', '52540826']"
СЕТИ,"['123259849', '67196040', '25025315', '36292241', '19098901', '55218921', '136070727', '109790809', '48716232', '184158474']"
СЕТТИНГ,"['63240412', '174420165', '167244155', '193522610']"
СЕТТИНГИ,"['63240412', '174420165', '167244155', '193522610']"
СЕТЬ,"['123259849', '67196040', '25025315', '36292241', '19098901', '55218921', '136070727', '109790809', '48716232', '184158474']"
СИВОЛК,['14521264']
СИГАРЕТА,"['131001811', '120276923', '133748396', '59108020', '46389684', '120159025', '34072497', '122088072', '96332984', '38582599', '99840822']"
СИГН,"['148812724', '140083203', '147687774', '145841294', '128621514', '128950956']"
СИГНА,"['148812724', '140083203', '147687774', '145841294', '128621514', '128950956']"
СИГНАЛ,"['129260915', '74540648', '180827221', '148937287', '190351055', '90123450', '173018065']"
СИДИ,['162361355']
СИКВЕЛ,['153330266']
СИКС,['162134042']
СИЛА,"['101246198', '180875383']"
СИЛИКОН,"['103537841', '43173234']"
СИЛИКОНОВАЯ,"['164006786', '150092319']"
СИМПТОМ,['17364854']
СИМУЛЯТОР,"['152882531', '182020479', '194057712', '184136938', '144417571', '97701417', '112035831', '118478653', '182984870', '192405504', '118659841']"
СИМУЛЯТОРЫ,"['152882531', '182020479', '194057712', '184136938', '144417571', '97701417', '112035831', '118478653', '182984870', '192405504', '118659841']"
СИМЫ,"['119826442', '143761948', '172918129', '195348472', '22073361', '32409346', '174565673', '142930325', '159994811', '140084302', '119826462']"
СИНГЛ,"['3279572', '187398185', '147845620']"
СИНДИ,"['125055407', '25837423']"
СИНДИКАТ,['121362772']
СИНДРОМ,['43257464']
СИНЕМА,"['36516005', '54058659', '20270177', '132844322']"
СИНЕМАПАРК,['36516005']
СИНК,['152668434']
СИНТ,"['29171277', '193259509', '187477502', '13801878', '66265860', '191202456', '194479087', '779789', '171453301', '22603714']"
СИНТЕПОН,"['150124868', '90570090']"
СИНТИ,"['29171277', '193259509', '187477502', '13801878', '66265860', '191202456', '194479087', '779789', '171453301', '22603714']"
СИНТИПАНК,['171453301']
СИПЫ,['193532348']
СИРИ,['55849790']
СИСКО,"['85027289', '174917357']"
СИСТЕМ,"['8739654', '145345432', '62491582', '9813735', '186996000', '44272061', '27894192', '40172119', '48267027']"
СИСТЕМА,"['8739654', '145345432', '62491582', '9813735', '186996000', '44272061', '27894192', '40172119', '48267027']"
СИСТЕМНАЯ,"['165954705', '18965853', '190536581', '35026274', '150230792', '187980416', '168717779', '75837106', '22105899', '27914463', '169049772']"
СИСТЕМНЫЙ,"['165954705', '18965853', '190536581', '35026274', '150230792', '187980416', '168717779', '75837106', '22105899', '27914463', '169049772']"
СИСТЕР,"['1732015', '130748088']"
СИСТРЕЙ,['1529657']
СИТИ,"['19125175', '64401378', '17783332']"
СКАЙ,['23544918']
СКАЙРАННИНГ,['47867655']
СКАЙСКАННЕР,['21579301']
СКАМ,"['123836730', '193531514']"
СКАНВОРД,"['1751143', '50895968']"
СКАНЕР,"['50804569', '194333216']"
СКАНИРОВАНИЕ,['144293839']
СКАТ,['161299387']
СКВЕЙ,['3491761']
СКВИРТ,"['119937588', '170719652']"
СКВИРТИНГ,"['69403836', '113666552']"
СКВОТ,"['148688238', '20324564', '14535294']"
СКВЭР,"['13064192', '3262151']"
СКЕЙТ,"['195679968', '104467529', '50776030', '186782947', '3663555', '611452', '184972347', '180122790', '52963027', '151342499', '58730607']"
СКЕЙТБОРД,"['195527847', '182875200']"
СКЕЙТЕР,['22453304']
СКЕЙТЫ,"['195679968', '104467529', '50776030', '186782947', '3663555', '611452', '184972347', '180122790', '52963027', '151342499', '58730607']"
СКЕЛЕТОН,"['9487607', '48940689']"
СКЕТЧ,['32266014']
СКЕТЧБУК,"['93283683', '39634663']"
СКИБОРД,"['20275989', '47940781', '1222934']"
СКИДДЕР,['154575569']
СКИЛЛ,"['169645550', '142659898']"
СКИН,"['195295115', '143455026', '161615343', '94270995', '65539405', '169111768', '123836730', '123139574', '159892540', '97838147', '141295738', '134250514', '184357041', '169594194']"
СКИННЕР,['50761270']
СКИННИ,"['195295115', '143455026', '161615343', '94270995', '65539405', '169111768', '123836730', '123139574', '159892540', '97838147', '141295738', '134250514', '184357041', '169594194']"
СКИНХЕДЫ,"['10426159', '24274509']"
СКИППИНГ,"['187815000', '138485171', '62694305']"
СКИТ,['168325206']
СКОТИШ,"['135787854', '91053239']"
СКОТТ,"['184222782', '186458505', '181100912', '2190171', '28405056', '18377689', '195171534', '3914526', '16554128', '23990836']"
СКОТТИШ,"['21183797', '15190589', '4280704', '2623863', '17531489', '30662777', '33056162', '91053239', '23193750', '16090971', '52406508', '48030602']"
СКОТТЫ,"['184222782', '186458505', '181100912', '2190171', '28405056', '18377689', '195171534', '3914526', '16554128', '23990836']"
СКРАБ,['141804975']
СКРЕТЧ,['190409757']
СКРИМ,"['158975226', '179264524', '191792905', '1602875', '163723263', '183572869', '3294122', '597582', '63051129']"
СКРИМЕР,['186928401']
СКРИМИНГ,"['4297062', '25247417']"
СКРИМО,"['158975226', '179264524', '191792905', '1602875', '163723263', '183572869', '3294122', '597582', '63051129']"
СКРИН,['127182483']
СКРИНМЕЙТ,['21773020']
СКРИНСЕЙВЕР,['21773020']
СКРИП,['190409757']
СКРИПТ,['147326126']
СКУА,"['195512959', '101289333', '42474088', '186275775']"
СКУЕЙ,"['195512959', '101289333', '42474088', '186275775']"
СКУЛ,"['96141199', '139105204', '148417677']"
СКУП,['40975138']
СКУТЕР,['153796040']
СКЬЮБ,['77269619']
СЛАЙД,['106403873']
СЛАЙС,['109710604']
СЛЕЙ,"['154181693', '137309881', '168161454', '185325826', '171181579', '182241919']"
СЛЕП,"['80178788', '84597732']"
СЛЕШЕР,['134668580']
СЛИМ,"['91547034', '167496535', '147716019', '50072703', '29925162', '108361683', '109710604', '53392395', '125925984', '164663000']"
СЛИМЫ,"['91547034', '167496535', '147716019', '50072703', '29925162', '108361683', '109710604', '53392395', '125925984', '164663000']"
СЛИП,"['19803816', '154339747', '187346752', '165308630', '176600134', '129697455', '56257345', '195373800', '174528237', '88964888', '191084345', '193368409', '172196059']"
СЛИПЕР,"['118972736', '28717535', '88756847']"
СЛИПЕРЫ,"['118972736', '28717535', '88756847']"
СЛИПОНЫ,['118972736']
СЛИПЫ,"['19803816', '154339747', '187346752', '165308630', '176600134', '129697455', '56257345', '195373800', '174528237', '88964888', '191084345', '193368409', '172196059']"
